126445,0,1,2227,Fall 2022,DMR,Regular Semester (Den),1,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,CHEM,Chemistry,CHEM,1000,UGRD,Undergraduate,Foundations General Chemistry,333,LEC,Lecture,O,Open,A,Active,E,Enrollment Section,2, , , ,Y,N,No Special Consent Required,100,25,0,0,0,0, ,N,D-CHEM,Department of Chemistry,10, ,DC,Denver Campus,DC,,304703,P,In Person, , ,N,100,8/22/22,12/17/22,,1, ,,1,DACAD1500,12:30:00.000000_PM,01:45:00.000000_PM,Y,N,Y,N,N,N,N,8/22/22,12/17/22, ,0,,,MW, , ,0, ,0, ,CUDEN,D_ACAD,Student Commons Building,1500,0, , , , , ,0,0,0, , , , ,0,3,3,3,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3/21/22,7:00:08
126445,0,1,2227,Fall 2022,DMR,Regular Semester (Den),E01,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,CHEM,Chemistry,CHEM,1000,UGRD,Undergraduate,Foundations General Chemistry,30778,LEC,Lecture,O,Open,A,Active,E,Enrollment Section,1, , , ,Y,N,No Special Consent Required,100,50,0,0,0,0, ,N,D-CHEM,Department of Chemistry,10, ,DC,Denver Campus,DC,, ,OL,Online, , ,N,100,8/22/22,12/17/22,,E01, ,,1,DONLINE,,,N,N,N,N,N,N,N,8/22/22,12/17/22, ,0,,, ,100662703,"Crocker,Priscilla",1,PI,0,Y,CUDEN,D_ONLN,Online Course,ONLINE,0, , , , , ,0,0,0, , , , ,0,3,3,3,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3/21/22,7:00:08
126462,0,1,2227,Fall 2022,DMR,Regular Semester (Den),E01,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,CHEM,Chemistry,CHEM,1474,UGRD,Undergraduate,Chemistry for Everyday,32005,LEC,Lecture,O,Open,A,Active,E,Enrollment Section,1, , , ,Y,N,No Special Consent Required,60,25,0,0,0,0, ,N,D-CHEM,Department of Chemistry,10, ,DC,Denver Campus,DC,, ,OL,Online, , ,N,60,8/22/22,12/17/22,,E01, ,,1,DONLINE,,,N,N,N,N,N,N,N,8/22/22,12/17/22, ,0,,, ,106336008,"Kim,Kyoun Nan",1,PI,0,Y,CUDEN,D_ONLN,Online Course,ONLINE,0, , , , , ,0,0,0, , , , ,0,4,4,4,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3/21/22,7:00:08
209316,0,1,2227,Fall 2022,DMR,Regular Semester (Den),E01,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,CHEM,Chemistry,CHEM,1494,UGRD,Undergraduate,Forensic Chemistry,34879,LEC,Lecture,C,Closed,X,Cancelled Section,E,Enrollment Section,1, , , ,Y,N,No Special Consent Required,0,0,0,0,0,0, ,N,D-CHEM,Department of Chemistry,10, ,DC,Denver Campus,DC,, ,OL,Online, , ,N,30,8/22/22,12/17/22,3/10/22,E01, ,,0, , , , , , , , , , , , , ,0, , , , , ,0, ,0, , , , , ,0, , , , , ,0,0,0, , , , ,0,4,4,4,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3/21/22,7:00:08
126469,0,1,2227,Fall 2022,DMR,Regular Semester (Den),1,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,CHEM,Chemistry,CHEM,2031,UGRD,Undergraduate,General Chemistry I,30779,LEC,Lecture,O,Open,A,Active,E,Enrollment Section,1, , , ,Y,N,No Special Consent Required,100,10,0,0,0,0, ,N,D-CHEM,Department of Chemistry,10, ,DC,Denver Campus,DC,,304704,P,In Person, , ,N,100,8/22/22,12/17/22,,1, ,,1,DACAD1600,09:30:00.000000_AM,10:45:00.000000_AM,Y,N,Y,N,N,N,N,8/22/22,12/17/22, ,0, , ,MW,810686715,"Maron,Marta Katarzyna",1,PI,0,Y,CUDEN,D_ACAD,Student Commons Building,1600,0, , , , , ,0,0,0, , , , ,0,3,3,3,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3/21/22,7:00:08
126469,7,1,2227,Fall 2022,DMR,Regular Semester (Den),1,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,CHEM,Chemistry,CHEM,2031,UGRD,Undergraduate,General Chemistry I,30779,LEC,Lecture,O,Open,A,Active,E,Enrollment Section,1, , , ,Y,N,No Special Consent Required,100,10,0,0,0,0, ,N,D-CHEM,Department of Chemistry,10, ,DC,Denver Campus,DC,,304704,P,In Person, , ,N,100,8/22/22,12/17/22,,1, ,,0, , , , , , , , , , , , , ,0, , , , , ,0, ,0, , , , , ,1,A, ,N, ,First semester general chemistry for pre-health and all science majors.,0,0,0, , , , ,0,3,3,3,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3/21/22,7:00:08
126469,0,1,2227,Fall 2022,DMR,Regular Semester (Den),2,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,CHEM,Chemistry,CHEM,2031,UGRD,Undergraduate,General Chemistry I,30965,LEC,Lecture,O,Open,A,Active,E,Enrollment Section,2, , , ,Y,N,No Special Consent Required,150,10,0,0,0,0, ,N,D-CHEM,Department of Chemistry,10, ,DC,Denver Campus,DC,,304705,P,In Person, , ,N,150,8/22/22,12/17/22,,2, ,,1,DACAD2600,09:30:00.000000_AM,10:45:00.000000_AM,N,Y,N,Y,N,N,N,8/22/22,12/17/22, ,0, , ,TTH,100662703,"Crocker,Priscilla",1,PI,0,Y,CUDEN,D_ACAD,Student Commons Building,2600,0, , , , , ,0,0,0, , , , ,0,3,3,3,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3/21/22,7:00:08
126469,7,1,2227,Fall 2022,DMR,Regular Semester (Den),2,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,CHEM,Chemistry,CHEM,2031,UGRD,Undergraduate,General Chemistry I,30965,LEC,Lecture,O,Open,A,Active,E,Enrollment Section,2, , , ,Y,N,No Special Consent Required,150,10,0,0,0,0, ,N,D-CHEM,Department of Chemistry,10, ,DC,Denver Campus,DC,,304705,P,In Person, , ,N,150,8/22/22,12/17/22,,2, ,,0, , , , , , , , , , , , , ,0, , , , , ,0, ,0, , , , , ,1,A, ,N, ,First semester general chemistry for pre-health and all science majors.,0,0,0, , , , ,0,3,3,3,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3/21/22,7:00:08
126469,0,1,2227,Fall 2022,DMR,Regular Semester (Den),3,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,CHEM,Chemistry,CHEM,2031,UGRD,Undergraduate,General Chemistry I,31376,LEC,Lecture,O,Open,A,Active,E,Enrollment Section,3, , , ,Y,N,No Special Consent Required,100,10,0,0,0,0, ,N,D-CHEM,Department of Chemistry,10, ,DC,Denver Campus,DC,,304706,P,In Person, , ,N,100,8/22/22,12/17/22,,3, ,,1,DACAD1600,12:30:00.000000_PM,01:45:00.000000_PM,Y,N,Y,N,N,N,N,8/22/22,12/17/22, ,0, , ,MW,810686715,"Maron,Marta Katarzyna",1,PI,0,Y,CUDEN,D_ACAD,Student Commons Building,1600,0, , , , , ,0,0,0, , , , ,0,3,3,3,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3/21/22,7:00:08
126469,7,1,2227,Fall 2022,DMR,Regular Semester (Den),3,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,CHEM,Chemistry,CHEM,2031,UGRD,Undergraduate,General Chemistry I,31376,LEC,Lecture,O,Open,A,Active,E,Enrollment Section,3, , , ,Y,N,No Special Consent Required,100,10,0,0,0,0, ,N,D-CHEM,Department of Chemistry,10, ,DC,Denver Campus,DC,,304706,P,In Person, , ,N,100,8/22/22,12/17/22,,3, ,,0, , , , , , , , , , , , , ,0, , , , , ,0, ,0, , , , , ,2,A, ,N, ,First semester general chemistry for pre-health and all science majors.,0,0,0, , , , ,0,3,3,3,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3/21/22,7:00:08
126469,7,1,2227,Fall 2022,DMR,Regular Semester (Den),3,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,CHEM,Chemistry,CHEM,2031,UGRD,Undergraduate,General Chemistry I,31376,LEC,Lecture,O,Open,A,Active,E,Enrollment Section,3, , , ,Y,N,No Special Consent Required,100,10,0,0,0,0, ,N,D-CHEM,Department of Chemistry,10, ,DC,Denver Campus,DC,,304706,P,In Person, , ,N,100,8/22/22,12/17/22,,3, ,,0, , , , , , , , , , , , , ,0, , , , , ,0, ,0, , , , , ,1,A, ,N, ,First semester general chemistry for pre-health and all science majors.,0,0,0, , , , ,0,3,3,3,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3/21/22,7:00:08
126469,0,1,2227,Fall 2022,DMR,Regular Semester (Den),4,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,CHEM,Chemistry,CHEM,2031,UGRD,Undergraduate,General Chemistry I,32684,LEC,Lecture,O,Open,A,Active,E,Enrollment Section,5, , , ,Y,D,Department Consent Required,48,10,0,0,0,0, ,N,D-CHEM,Department of Chemistry,10, ,DC,Denver Campus,DC,, ,P,In Person, , ,N,48,8/22/22,12/17/22,,4, ,,1,DUNRM,03:30:00.000000_PM,04:45:00.000000_PM,Y,N,Y,N,N,N,N,8/22/22,12/17/22, ,0, , ,MW,109108780,"Guidez,Emilie Brigitte",1,PI,0,Y,CUDEN,D_UNRM,UC Denver Unroomed,UNRM,0, , , , , ,0,0,0, , , , ,0,3,3,3,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3/21/22,7:00:08
126469,7,1,2227,Fall 2022,DMR,Regular Semester (Den),4,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,CHEM,Chemistry,CHEM,2031,UGRD,Undergraduate,General Chemistry I,32684,LEC,Lecture,O,Open,A,Active,E,Enrollment Section,5, , , ,Y,D,Department Consent Required,48,10,0,0,0,0, ,N,D-CHEM,Department of Chemistry,10, ,DC,Denver Campus,DC,, ,P,In Person, , ,N,48,8/22/22,12/17/22,,4, ,,0, , , , , , , , , , , , , ,0, , , , , ,0, ,0, , , , , ,1,A, ,N, ,First semester general chemistry for pre-health and all science majors,0,0,0, , , , ,0,3,3,3,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3/21/22,7:00:08
126469,0,1,2227,Fall 2022,DMR,Regular Semester (Den),5,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,CHEM,Chemistry,CHEM,2031,UGRD,Undergraduate,General Chemistry I,32006,LEC,Lecture,O,Open,A,Active,E,Enrollment Section,4, , , ,Y,N,No Special Consent Required,100,10,0,0,0,0, ,N,D-CHEM,Department of Chemistry,10, ,DC,Denver Campus,DC,,304708,P,In Person, , ,N,100,8/22/22,12/17/22,,5, ,,1,DACAD1600,03:30:00.000000_PM,04:45:00.000000_PM,N,Y,N,Y,N,N,N,8/22/22,12/17/22, ,0, , ,TTH,100504804,"Lin,Hai",1,PI,0,Y,CUDEN,D_ACAD,Student Commons Building,1600,0, , , , , ,0,0,0, , , , ,0,3,3,3,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3/21/22,7:00:08
126471,0,1,2227,Fall 2022,DMR,Regular Semester (Den),2,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,CHEM,Chemistry,CHEM,2038,UGRD,Undergraduate,General Chemistry Lab I,30781,MLS,Main Lab Section,O,Open,A,Active,E,Enrollment Section,2, , , ,Y,N,No Special Consent Required,24,5,0,0,0,0, ,N,D-CHEM,Department of Chemistry,10, ,DC,Denver Campus,DC,,304710,P,In Person, , ,N,24,8/22/22,12/17/22,,2, ,,1,DSCIB3109,08:00:00.000000_AM,11:50:00.000000_AM,N,Y,N,N,N,N,N,8/22/22,12/17/22, ,0, , ,T, , ,0, ,0, ,CUDEN,D_SCIB,Science Building,3109,0, , , , , ,0,0,0, , , , ,0,1,1,1,LTR,Letter,C,MLS,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3/21/22,7:00:08
126471,7,1,2227,Fall 2022,DMR,Regular Semester (Den),2,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,CHEM,Chemistry,CHEM,2038,UGRD,Undergraduate,General Chemistry Lab I,30781,MLS,Main Lab Section,O,Open,A,Active,E,Enrollment Section,2, , , ,Y,N,No Special Consent Required,24,5,0,0,0,0, ,N,D-CHEM,Department of Chemistry,10, ,DC,Denver Campus,DC,,304710,P,In Person, , ,N,24,8/22/22,12/17/22,,2, ,,0, , , , , , , , , , , , , ,0, , , , , ,0, ,0, , , , , ,1,A, ,N, ,Students must enroll in CHEM 2031 in order to register for any section of CHEM 2038.,0,0,0, , , , ,0,1,1,1,LTR,Letter,C,MLS,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3/21/22,7:00:08
126471,0,1,2227,Fall 2022,DMR,Regular Semester (Den),3,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,CHEM,Chemistry,CHEM,2038,UGRD,Undergraduate,General Chemistry Lab I,30782,MLS,Main Lab Section,O,Open,A,Active,E,Enrollment Section,3, , , ,Y,N,No Special Consent Required,24,5,0,0,0,0, ,N,D-CHEM,Department of Chemistry,10, ,DC,Denver Campus,DC,,304711,P,In Person, , ,N,24,8/22/22,12/17/22,,3, ,,1,DSCIB3109,08:00:00.000000_AM,11:50:00.000000_AM,N,N,Y,N,N,N,N,8/22/22,12/17/22, ,0, , ,W, , ,0, ,0, ,CUDEN,D_SCIB,Science Building,3109,0, , , , , ,0,0,0, , , , ,0,1,1,1,LTR,Letter,C,MLS,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3/21/22,7:00:08
126471,7,1,2227,Fall 2022,DMR,Regular Semester (Den),3,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,CHEM,Chemistry,CHEM,2038,UGRD,Undergraduate,General Chemistry Lab I,30782,MLS,Main Lab Section,O,Open,A,Active,E,Enrollment Section,3, , , ,Y,N,No Special Consent Required,24,5,0,0,0,0, ,N,D-CHEM,Department of Chemistry,10, ,DC,Denver Campus,DC,,304711,P,In Person, , ,N,24,8/22/22,12/17/22,,3, ,,0, , , , , , , , , , , , , ,0, , , , , ,0, ,0, , , , , ,1,A, ,N, ,Students must enroll in CHEM 2031 in order to register for any section of CHEM 2038.,0,0,0, , , , ,0,1,1,1,LTR,Letter,C,MLS,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3/21/22,7:00:08
126471,0,1,2227,Fall 2022,DMR,Regular Semester (Den),4,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,CHEM,Chemistry,CHEM,2038,UGRD,Undergraduate,General Chemistry Lab I,34880,MLS,Main Lab Section,O,Open,A,Active,E,Enrollment Section,4, , , ,Y,N,No Special Consent Required,24,5,0,0,0,0, ,N,D-CHEM,Department of Chemistry,10, ,DC,Denver Campus,DC,, ,P,In Person, , ,N,24,8/22/22,12/17/22,,4, ,,1,DUNRM,08:00:00.000000_AM,11:50:00.000000_AM,N,N,N,Y,N,N,N,8/22/22,12/17/22, ,0, , ,TH, , ,0, ,0, ,CUDEN,D_UNRM,UC Denver Unroomed,UNRM,0, , , , , ,0,0,0, , , , ,0,1,1,1,LTR,Letter,C,MLS,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3/21/22,7:00:08
126471,0,1,2227,Fall 2022,DMR,Regular Semester (Den),5,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,CHEM,Chemistry,CHEM,2038,UGRD,Undergraduate,General Chemistry Lab I,30783,MLS,Main Lab Section,O,Open,A,Active,E,Enrollment Section,5, , , ,Y,N,No Special Consent Required,24,5,0,0,0,0, ,N,D-CHEM,Department of Chemistry,10, ,DC,Denver Campus,DC,,304712,P,In Person, , ,N,24,8/22/22,12/17/22,,5, ,,1,DSCIB3109,08:00:00.000000_AM,11:50:00.000000_AM,N,N,N,N,Y,N,N,8/22/22,12/17/22, ,0, , ,F, , ,0, ,0, ,CUDEN,D_SCIB,Science Building,3109,0, , , , , ,0,0,0, , , , ,0,1,1,1,LTR,Letter,C,MLS,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3/21/22,7:00:08
